County,City,Date Local,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
Bronx,New York,4/25/2003,31.416667,0.032333,7.6625,0.6
Bronx,New York,4/25/2003,31.416667,0.032333,7.6625,0.591667
Bronx,New York,4/26/2003,18.625,0.031,2.166667,0.625
Bronx,New York,4/26/2003,18.625,0.031,2.166667,0.629167
Bronx,New York,4/26/2003,18.625,0.031,2.15,0.625
Bronx,New York,4/26/2003,18.625,0.031,2.15,0.629167
Bronx,New York,4/27/2003,24.333333,0.028,5.375,0.691667
Bronx,New York,4/27/2003,24.333333,0.028,5.375,0.604167
Bronx,New York,4/27/2003,24.333333,0.028,5.35,0.691667
Bronx,New York,4/27/2003,24.333333,0.028,5.35,0.604167
Bronx,New York,4/28/2003,46.782609,0.023583,13.869565,0.782609
Bronx,New York,4/28/2003,46.782609,0.023583,13.869565,0.858333
Bronx,New York,4/28/2003,46.782609,0.023583,13.685714,0.782609
Bronx,New York,4/28/2003,46.782609,0.023583,13.685714,0.858333
Bronx,New York,4/29/2003,41.166667,0.025542,8.666667,0.7
Bronx,New York,4/29/2003,41.166667,0.025542,8.666667,0.7125
Bronx,New York,4/29/2003,41.166667,0.025542,8.6375,0.7
Bronx,New York,4/29/2003,41.166667,0.025542,8.6375,0.7125
Bronx,New York,4/30/2003,22.208333,0.025667,2.75,0.520833
Bronx,New York,4/30/2003,22.208333,0.025667,2.725,0.520833
Bronx,New York,5/1/2003,37.041667,0.011583,3.708333,0.833333
Bronx,New York,5/1/2003,37.041667,0.011583,3.708333,0.791667
Bronx,New York,5/1/2003,37.041667,0.011583,3.65,0.833333
Bronx,New York,5/1/2003,37.041667,0.011583,3.65,0.791667
Bronx,New York,5/2/2003,27.625,0.019667,3.458333,0.758333
Bronx,New York,5/2/2003,27.625,0.019667,3.458333,0.8
Bronx,New York,5/2/2003,27.625,0.019667,3.4375,0.758333
Bronx,New York,5/2/2003,27.625,0.019667,3.4375,0.8
Bronx,New York,5/3/2003,17.166667,0.028792,2.375,0.583333
Bronx,New York,5/3/2003,17.166667,0.028792,2.375,0.591667
Bronx,New York,5/3/2003,17.166667,0.028792,2.35,0.583333
Bronx,New York,5/3/2003,17.166667,0.028792,2.35,0.591667
Bronx,New York,5/4/2003,31.916667,0.015208,5.708333,0.7875
Bronx,New York,5/4/2003,31.916667,0.015208,5.708333,0.758333
Bronx,New York,5/4/2003,31.916667,0.015208,5.6625,0.7875
Bronx,New York,5/4/2003,31.916667,0.015208,5.6625,0.758333
Bronx,New York,5/5/2003,38.227273,0.019458,8.625,0.904167
Bronx,New York,5/5/2003,38.227273,0.019458,8.625,0.970833
Bronx,New York,5/5/2003,38.227273,0.019458,8.6125,0.904167
Bronx,New York,5/5/2003,38.227273,0.019458,8.6125,0.970833
Bronx,New York,5/6/2003,30.833333,0.010875,4.083333,0.8625
Bronx,New York,5/6/2003,30.833333,0.010875,4.083333,0.758333
Bronx,New York,5/6/2003,30.833333,0.010875,4.05,0.8625
Bronx,New York,5/6/2003,30.833333,0.010875,4.05,0.758333
Bronx,New York,5/7/2003,36.083333,0.022,8.458333,0.908333
Bronx,New York,5/7/2003,36.083333,0.022,8.458333,0.975
Bronx,New York,5/7/2003,36.083333,0.022,8.425,0.908333
Bronx,New York,5/7/2003,36.083333,0.022,8.425,0.975
Bronx,New York,5/8/2003,23.583333,0.012375,1.782609,0.76087
Bronx,New York,5/8/2003,23.583333,0.012375,1.782609,0.7875
Bronx,New York,5/8/2003,23.583333,0.012375,1.828571,0.76087
Bronx,New York,5/8/2003,23.583333,0.012375,1.828571,0.7875
Bronx,New York,5/9/2003,34.25,0.004375,8.5,1.025
Bronx,New York,5/9/2003,34.25,0.004375,8.5,0.9375
Bronx,New York,5/9/2003,34.25,0.004375,8.4625,1.025
Bronx,New York,5/9/2003,34.25,0.004375,8.4625,0.9375
Bronx,New York,5/10/2003,36.208333,0.00925,8.083333,1.195833
Bronx,New York,5/10/2003,36.208333,0.00925,8.083333,1.129167
Bronx,New York,5/10/2003,36.208333,0.00925,8.0625,1.195833
Bronx,New York,5/10/2003,36.208333,0.00925,8.0625,1.129167
Bronx,New York,5/11/2003,25,0.019958,3.125,1.15
Bronx,New York,5/11/2003,25,0.019958,3.125,1.308333
Bronx,New York,5/11/2003,25,0.019958,3.1,1.15
Bronx,New York,5/11/2003,25,0.019958,3.1,1.308333
Bronx,New York,5/12/2003,22.333333,0.015333,3.727273,0.708696
Bronx,New York,5/12/2003,22.333333,0.015333,3.727273,0.745833
Bronx,New York,5/12/2003,22.333333,0.015333,3.614286,0.708696
Bronx,New York,5/12/2003,22.333333,0.015333,3.614286,0.745833
Bronx,New York,5/13/2003,17.545455,0.015375,3.541667,0.579167
Bronx,New York,5/13/2003,17.545455,0.015375,3.541667,0.575
Bronx,New York,5/13/2003,17.545455,0.015375,3.5125,0.579167
Bronx,New York,5/13/2003,17.545455,0.015375,3.5125,0.575
Bronx,New York,5/14/2003,17.458333,0.015417,3.333333,0.6
Bronx,New York,5/14/2003,17.458333,0.015417,3.333333,0.583333
Bronx,New York,5/14/2003,17.458333,0.015417,3.3,0.6
Bronx,New York,5/14/2003,17.458333,0.015417,3.3,0.583333
Bronx,New York,5/15/2003,19.625,0.024375,4.75,0.654167
Bronx,New York,5/15/2003,19.625,0.024375,4.725,0.654167
Bronx,New York,5/16/2003,9.75,0.027958,2.208333,0.5625
Bronx,New York,5/16/2003,9.75,0.027958,2.208333,0.591667
Bronx,New York,5/16/2003,9.75,0.027958,2.1875,0.5625
Bronx,New York,5/16/2003,9.75,0.027958,2.1875,0.591667
Bronx,New York,5/17/2003,14.875,0.021042,1.625,0.579167
Bronx,New York,5/17/2003,14.875,0.021042,1.625,0.570833
Bronx,New York,5/17/2003,14.875,0.021042,1.6125,0.579167
Bronx,New York,5/17/2003,14.875,0.021042,1.6125,0.570833
Bronx,New York,5/18/2003,25.416667,0.026,3.583333,0.745833
Bronx,New York,5/18/2003,25.416667,0.026,3.583333,0.7125
Bronx,New York,5/18/2003,25.416667,0.026,3.5625,0.745833
Bronx,New York,5/18/2003,25.416667,0.026,3.5625,0.7125
Bronx,New York,5/19/2003,40.571429,0.016542,9.478261,0.983333
Bronx,New York,5/19/2003,40.571429,0.016542,9.478261,0.95
Bronx,New York,5/19/2003,40.571429,0.016542,10.142857,0.983333
Bronx,New York,5/19/2003,40.571429,0.016542,10.142857,0.95
Bronx,New York,5/20/2003,44.333333,0.016708,8.291667,1.083333
Bronx,New York,5/20/2003,44.333333,0.016708,8.291667,1.154167
Bronx,New York,5/20/2003,44.333333,0.016708,8.275,1.083333
Bronx,New York,5/20/2003,44.333333,0.016708,8.275,1.154167
Bronx,New York,5/21/2003,30.833333,0.0065,3.625,0.9125
Bronx,New York,5/21/2003,30.833333,0.0065,3.625,0.925
Bronx,New York,5/21/2003,30.833333,0.0065,3.6,0.9125
Bronx,New York,5/21/2003,30.833333,0.0065,3.6,0.925
Bronx,New York,5/22/2003,15.375,0.011208,0.666667,0.73913
Bronx,New York,5/22/2003,15.375,0.011208,0.666667,0.7625
Bronx,New York,5/22/2003,15.375,0.011208,0.6375,0.73913
Bronx,New York,5/22/2003,15.375,0.011208,0.6375,0.7625
Bronx,New York,5/23/2003,14.958333,0.016542,0.416667,0.770833
Bronx,New York,5/23/2003,14.958333,0.016542,0.416667,0.783333
Bronx,New York,5/23/2003,14.958333,0.016542,0.3875,0.770833
Bronx,New York,5/23/2003,14.958333,0.016542,0.3875,0.783333
Bronx,New York,5/24/2003,15.125,0.013083,0.458333,0.8125
Bronx,New York,5/24/2003,15.125,0.013083,0.458333,0.795833
Bronx,New York,5/24/2003,15.125,0.013083,0.4375,0.8125
Bronx,New York,5/24/2003,15.125,0.013083,0.4375,0.795833
Bronx,New York,5/25/2003,21.541667,0.014333,2.375,0.870833
Bronx,New York,5/25/2003,21.541667,0.014333,2.3375,0.870833
Bronx,New York,5/26/2003,14.666667,0.018583,1.166667,0.779167
Bronx,New York,5/26/2003,14.666667,0.018583,1.166667,0.766667
Bronx,New York,5/26/2003,14.666667,0.018583,1.1375,0.779167
Bronx,New York,5/26/2003,14.666667,0.018583,1.1375,0.766667
Bronx,New York,5/27/2003,25.833333,0.014125,2.875,0.8625
Bronx,New York,5/27/2003,25.833333,0.014125,2.875,0.879167
Bronx,New York,5/27/2003,25.833333,0.014125,2.8375,0.8625
Bronx,New York,5/27/2003,25.833333,0.014125,2.8375,0.879167
Bronx,New York,5/28/2003,37.291667,0.009958,6.75,0.941667
Bronx,New York,5/28/2003,37.291667,0.009958,6.725,0.941667
Bronx,New York,5/29/2003,35.375,0.022083,7.041667,0.9125
Bronx,New York,5/29/2003,35.375,0.022083,7.0125,0.9125
Bronx,New York,5/30/2003,36.782609,0.016458,7.565217,0.926087
Bronx,New York,5/30/2003,36.782609,0.016458,7.565217,0.891667
Bronx,New York,5/30/2003,36.782609,0.016458,8.1,0.926087
Bronx,New York,5/30/2003,36.782609,0.016458,8.1,0.891667
Bronx,New York,5/31/2003,27.173913,0.028417,2.5,0.879167
Bronx,New York,5/31/2003,27.173913,0.028417,2.5,0.966667
Bronx,New York,5/31/2003,27.173913,0.028417,2.475,0.879167
Bronx,New York,5/31/2003,27.173913,0.028417,2.475,0.966667
Bronx,New York,6/1/2003,11.6,0.026833,1.541667,0.579167
Bronx,New York,6/1/2003,11.6,0.026833,1.541667,0.616667
Bronx,New York,6/1/2003,11.6,0.026833,1.525,0.579167
Bronx,New York,6/1/2003,11.6,0.026833,1.525,0.616667
Bronx,New York,6/2/2003,24.263158,0.018833,3.625,0.583333
Bronx,New York,6/2/2003,24.263158,0.018833,3.625,0.55
Bronx,New York,6/2/2003,24.263158,0.018833,3.5875,0.583333
Bronx,New York,6/2/2003,24.263158,0.018833,3.5875,0.55
Bronx,New York,6/3/2003,42.083333,0.017,6.166667,0.820833
Bronx,New York,6/3/2003,42.083333,0.017,6.166667,0.808333
Bronx,New York,6/3/2003,42.083333,0.017,6.1375,0.820833
Bronx,New York,6/3/2003,42.083333,0.017,6.1375,0.808333
Bronx,New York,6/4/2003,14.916667,0.037125,0.391304,0.621739
Bronx,New York,6/4/2003,14.916667,0.037125,0.391304,0.658333
Bronx,New York,6/4/2003,14.916667,0.037125,0.4,0.621739
Bronx,New York,6/4/2003,14.916667,0.037125,0.4,0.658333
Bronx,New York,6/5/2003,27.166667,0.017208,4.291667,0.808333
Bronx,New York,6/5/2003,27.166667,0.017208,4.291667,0.820833
Bronx,New York,6/5/2003,27.166667,0.017208,4.25,0.808333
Bronx,New York,6/5/2003,27.166667,0.017208,4.25,0.820833
Bronx,New York,6/6/2003,29.541667,0.024167,4.625,0.7875
Bronx,New York,6/6/2003,29.541667,0.024167,4.625,0.720833
Bronx,New York,6/6/2003,29.541667,0.024167,4.6,0.7875
Bronx,New York,6/6/2003,29.541667,0.024167,4.6,0.720833
Bronx,New York,6/7/2003,33.166667,0.034583,4.375,0.8875
Bronx,New York,6/7/2003,33.166667,0.034583,4.375,0.975
Bronx,New York,6/7/2003,33.166667,0.034583,4.3375,0.8875
Bronx,New York,6/7/2003,33.166667,0.034583,4.3375,0.975
Bronx,New York,6/8/2003,14.125,0.045,0.875,0.670833
Bronx,New York,6/8/2003,14.125,0.045,0.85,0.670833
Bronx,New York,6/9/2003,33.541667,0.023583,3.5,0.820833
Bronx,New York,6/9/2003,33.541667,0.023583,3.5,0.779167
Bronx,New York,6/9/2003,33.541667,0.023583,3.475,0.820833
Bronx,New York,6/9/2003,33.541667,0.023583,3.475,0.779167
Bronx,New York,6/10/2003,28.791667,0.030875,2.791667,0.704167
Bronx,New York,6/10/2003,28.791667,0.030875,2.791667,0.716667
Bronx,New York,6/10/2003,28.791667,0.030875,2.7625,0.704167
Bronx,New York,6/10/2003,28.791667,0.030875,2.7625,0.716667
Bronx,New York,6/11/2003,46.375,0.013875,5.541667,0.9875
Bronx,New York,6/11/2003,46.375,0.013875,5.541667,0.920833
Bronx,New York,6/11/2003,46.375,0.013875,5.5125,0.9875
Bronx,New York,6/11/2003,46.375,0.013875,5.5125,0.920833
Bronx,New York,6/12/2003,29.26087,0.0295,4.208333,0.9
Bronx,New York,6/12/2003,29.26087,0.0295,4.208333,1.004167
Bronx,New York,6/12/2003,29.26087,0.0295,4.1625,0.9
Bronx,New York,6/12/2003,29.26087,0.0295,4.1625,1.004167
Bronx,New York,6/13/2003,15.75,0.023875,0.130435,0.656522
Bronx,New York,6/13/2003,15.75,0.023875,0.130435,0.683333
Bronx,New York,6/13/2003,15.75,0.023875,0.128571,0.656522
Bronx,New York,6/13/2003,15.75,0.023875,0.128571,0.683333
Bronx,New York,6/14/2003,31.333333,0.013292,5.166667,0.975
Bronx,New York,6/14/2003,31.333333,0.013292,5.166667,0.8875
Bronx,New York,6/14/2003,31.333333,0.013292,5.1375,0.975
Bronx,New York,6/14/2003,31.333333,0.013292,5.1375,0.8875
Bronx,New York,6/15/2003,19.708333,0.023583,2.916667,0.595833
Bronx,New York,6/15/2003,19.708333,0.023583,2.916667,0.675
Bronx,New York,6/15/2003,19.708333,0.023583,2.8875,0.595833
Bronx,New York,6/15/2003,19.708333,0.023583,2.8875,0.675
Bronx,New York,6/16/2003,12.409091,0.024875,0.291667,0.425
Bronx,New York,6/16/2003,12.409091,0.024875,0.291667,0.4625
Bronx,New York,6/16/2003,12.409091,0.024875,0.275,0.425
Bronx,New York,6/16/2003,12.409091,0.024875,0.275,0.4625
Bronx,New York,6/17/2003,19.375,0.019958,2,0.5
Bronx,New York,6/17/2003,19.375,0.019958,2,0.483333
Bronx,New York,6/17/2003,19.375,0.019958,1.9875,0.5
Bronx,New York,6/17/2003,19.375,0.019958,1.9875,0.483333
Bronx,New York,6/18/2003,27.625,0.00875,1.73913,0.895652
Bronx,New York,6/18/2003,27.625,0.00875,1.73913,0.791667
Bronx,New York,6/18/2003,27.625,0.00875,1.828571,0.895652
Bronx,New York,6/18/2003,27.625,0.00875,1.828571,0.791667
Bronx,New York,6/19/2003,43.583333,0.005042,6.375,1.370833
Bronx,New York,6/19/2003,43.583333,0.005042,6.375,1.404167
Bronx,New York,6/19/2003,43.583333,0.005042,6.3125,1.370833
Bronx,New York,6/19/2003,43.583333,0.005042,6.3125,1.404167
Bronx,New York,6/20/2003,22,0.022833,2.166667,0.745833
Bronx,New York,6/20/2003,22,0.022833,2.166667,0.808333
Bronx,New York,6/20/2003,22,0.022833,2.15,0.745833
Bronx,New York,6/20/2003,22,0.022833,2.15,0.808333
Bronx,New York,6/21/2003,18.583333,0.017333,2.083333,0.641667
Bronx,New York,6/21/2003,18.583333,0.017333,2.083333,0.629167
Bronx,New York,6/21/2003,18.583333,0.017333,2.0375,0.641667
Bronx,New York,6/21/2003,18.583333,0.017333,2.0375,0.629167
Bronx,New York,6/22/2003,21.208333,0.015208,2.833333,0.666667
Bronx,New York,6/22/2003,21.208333,0.015208,2.833333,0.658333
Bronx,New York,6/22/2003,21.208333,0.015208,2.8,0.666667
Bronx,New York,6/22/2003,21.208333,0.015208,2.8,0.658333
Bronx,New York,6/23/2003,36.956522,0.023333,5.875,0.833333
Bronx,New York,6/23/2003,36.956522,0.023333,5.875,0.804167
Bronx,New York,6/23/2003,36.956522,0.023333,5.8375,0.833333
Bronx,New York,6/23/2003,36.956522,0.023333,5.8375,0.804167
Bronx,New York,6/24/2003,37.916667,0.036292,6.166667,0.975
Bronx,New York,6/24/2003,37.916667,0.036292,6.166667,1
Bronx,New York,6/24/2003,37.916667,0.036292,6.125,0.975
Bronx,New York,6/24/2003,37.916667,0.036292,6.125,1
Bronx,New York,6/25/2003,33.291667,0.053875,6.583333,0.758333
Bronx,New York,6/25/2003,33.291667,0.053875,6.583333,0.754167
Bronx,New York,6/25/2003,33.291667,0.053875,6.55,0.758333
Bronx,New York,6/25/2003,33.291667,0.053875,6.55,0.754167
Bronx,New York,6/26/2003,33.125,0.061292,6,0.852174
Bronx,New York,6/26/2003,33.125,0.061292,6,0.804167
Bronx,New York,6/26/2003,33.125,0.061292,5.885714,0.852174
Bronx,New York,6/26/2003,33.125,0.061292,5.885714,0.804167
Bronx,New York,6/27/2003,25.375,0.051458,12.083333,0.75
Bronx,New York,6/27/2003,25.375,0.051458,12.083333,0.8125
Bronx,New York,6/27/2003,25.375,0.051458,12.0375,0.75
Bronx,New York,6/27/2003,25.375,0.051458,12.0375,0.8125
Bronx,New York,6/28/2003,23,0.042042,3.125,0.7
Bronx,New York,6/28/2003,23,0.042042,3.125,0.666667
Bronx,New York,6/28/2003,23,0.042042,3.1,0.7
Bronx,New York,6/28/2003,23,0.042042,3.1,0.666667
Bronx,New York,6/29/2003,31.916667,0.034833,6.833333,0.816667
Bronx,New York,6/29/2003,31.916667,0.034833,6.833333,0.833333
Bronx,New York,6/29/2003,31.916667,0.034833,6.8,0.816667
Bronx,New York,6/29/2003,31.916667,0.034833,6.8,0.833333
Bronx,New York,6/30/2003,31.041667,0.030625,8.625,0.795833
Bronx,New York,6/30/2003,31.041667,0.030625,8.625,0.845833
Bronx,New York,6/30/2003,31.041667,0.030625,8.6,0.795833
Bronx,New York,6/30/2003,31.041667,0.030625,8.6,0.845833
Bronx,New York,7/1/2003,30.166667,0.034167,4.208333,0.695833
Bronx,New York,7/1/2003,30.166667,0.034167,4.208333,0.645833
Bronx,New York,7/1/2003,30.166667,0.034167,4.1875,0.695833
Bronx,New York,7/1/2003,30.166667,0.034167,4.1875,0.645833
Bronx,New York,7/2/2003,35.458333,0.0405,5.916667,0.858333
Bronx,New York,7/2/2003,35.458333,0.0405,5.916667,0.916667
Bronx,New York,7/2/2003,35.458333,0.0405,5.8875,0.858333
Bronx,New York,7/2/2003,35.458333,0.0405,5.8875,0.916667
Bronx,New York,7/3/2003,22.190476,0.029083,2.304348,0.73913
Bronx,New York,7/3/2003,22.190476,0.029083,2.304348,0.716667
Bronx,New York,7/3/2003,22.190476,0.029083,2.014286,0.73913
Bronx,New York,7/3/2003,22.190476,0.029083,2.014286,0.716667
Bronx,New York,7/4/2003,27.583333,0.047,6.583333,0.966667
Bronx,New York,7/4/2003,27.583333,0.047,6.55,0.966667
Bronx,New York,7/5/2003,21.916667,0.046125,8.208333,0.779167
Bronx,New York,7/5/2003,21.916667,0.046125,8.208333,0.791667
Bronx,New York,7/5/2003,21.916667,0.046125,8.175,0.779167
Bronx,New York,7/5/2003,21.916667,0.046125,8.175,0.791667
Bronx,New York,7/6/2003,19.041667,0.036125,6.125,0.766667
Bronx,New York,7/6/2003,19.041667,0.036125,6.125,0.775
Bronx,New York,7/6/2003,19.041667,0.036125,6.0875,0.766667
Bronx,New York,7/6/2003,19.041667,0.036125,6.0875,0.775
Bronx,New York,7/7/2003,33.541667,0.034,7.695652,0.916667
Bronx,New York,7/7/2003,33.541667,0.034,7.695652,0.945833
Bronx,New York,7/7/2003,33.541667,0.034,8.071429,0.916667
Bronx,New York,7/7/2003,33.541667,0.034,8.071429,0.945833
Bronx,New York,7/8/2003,22.695652,0.04225,5.666667,0.7375
Bronx,New York,7/8/2003,22.695652,0.04225,5.666667,0.729167
Bronx,New York,7/8/2003,22.695652,0.04225,5.6375,0.7375
Bronx,New York,7/8/2003,22.695652,0.04225,5.6375,0.729167
Bronx,New York,7/9/2003,26.25,0.016417,4.416667,0.75
Bronx,New York,7/9/2003,26.25,0.016417,4.416667,0.779167
Bronx,New York,7/9/2003,26.25,0.016417,4.375,0.75
Bronx,New York,7/9/2003,26.25,0.016417,4.375,0.779167
Bronx,New York,7/10/2003,18,0.018286,2,0.7
Bronx,New York,7/10/2003,18,0.018286,2,0.671429
Bronx,New York,7/10/2003,18,0.018286,1.86,0.7
Bronx,New York,7/10/2003,18,0.018286,1.86,0.671429
Bronx,New York,7/11/2003,30.291667,0.015,4.5,0.943478
Bronx,New York,7/11/2003,30.291667,0.015,4.5,0.904167
Bronx,New York,7/11/2003,30.291667,0.015,4.475,0.943478
Bronx,New York,7/11/2003,30.291667,0.015,4.475,0.904167
Bronx,New York,7/12/2003,24.583333,0.034417,7.208333,0.791667
Bronx,New York,7/12/2003,24.583333,0.034417,7.208333,0.841667
Bronx,New York,7/12/2003,24.583333,0.034417,7.1625,0.791667
Bronx,New York,7/12/2003,24.583333,0.034417,7.1625,0.841667
Bronx,New York,7/13/2003,19.375,0.022458,3.041667,0.716667
Bronx,New York,7/13/2003,19.375,0.022458,3.041667,0.683333
Bronx,New York,7/13/2003,19.375,0.022458,3.025,0.716667
Bronx,New York,7/13/2003,19.375,0.022458,3.025,0.683333
Bronx,New York,7/14/2003,30.708333,0.023542,2.9,1.008333
Bronx,New York,7/14/2003,30.708333,0.023542,2.9,1.029167
Bronx,New York,7/14/2003,30.708333,0.023542,3.016667,1.008333
Bronx,New York,7/14/2003,30.708333,0.023542,3.016667,1.029167
Bronx,New York,7/15/2003,27.272727,0.037792,3.208333,0.8375
Bronx,New York,7/15/2003,27.272727,0.037792,3.208333,0.8875
Bronx,New York,7/15/2003,27.272727,0.037792,3.1625,0.8375
Bronx,New York,7/15/2003,27.272727,0.037792,3.1625,0.8875
Bronx,New York,7/16/2003,29.208333,0.0285,5.5,0.829167
Bronx,New York,7/16/2003,29.208333,0.0285,5.5,0.820833
Bronx,New York,7/16/2003,29.208333,0.0285,5.475,0.829167
Bronx,New York,7/16/2003,29.208333,0.0285,5.475,0.820833
Bronx,New York,7/17/2003,20.791667,0.027292,2.375,0.613636
Bronx,New York,7/17/2003,20.791667,0.027292,2.375,0.65
Bronx,New York,7/17/2003,20.791667,0.027292,2.3625,0.613636
Bronx,New York,7/17/2003,20.791667,0.027292,2.3625,0.65
Bronx,New York,7/18/2003,45.625,0.013167,10.375,0.879167
Bronx,New York,7/18/2003,45.625,0.013167,10.375,0.8375
Bronx,New York,7/18/2003,45.625,0.013167,10.3375,0.879167
Bronx,New York,7/18/2003,45.625,0.013167,10.3375,0.8375
Bronx,New York,7/19/2003,26.375,0.024,3.166667,0.633333
Bronx,New York,7/19/2003,26.375,0.024,3.166667,0.641667
Bronx,New York,7/19/2003,26.375,0.024,3.1125,0.633333
Bronx,New York,7/19/2003,26.375,0.024,3.1125,0.641667
Bronx,New York,7/20/2003,27.458333,0.040375,5.125,0.741667
Bronx,New York,7/20/2003,27.458333,0.040375,5.125,0.795833
Bronx,New York,7/20/2003,27.458333,0.040375,5.075,0.741667
Bronx,New York,7/20/2003,27.458333,0.040375,5.075,0.795833
Bronx,New York,7/21/2003,26,0.02975,2.173913,0.720833
Bronx,New York,7/21/2003,26,0.02975,2.173913,0.708333
Bronx,New York,7/21/2003,26,0.02975,2.257143,0.720833
Bronx,New York,7/21/2003,26,0.02975,2.257143,0.708333
Bronx,New York,7/22/2003,37,0.013917,3.083333,0.916667
Bronx,New York,7/22/2003,37,0.013917,3.083333,0.883333
Bronx,New York,7/22/2003,37,0.013917,3.0625,0.916667
Bronx,New York,7/22/2003,37,0.013917,3.0625,0.883333
Bronx,New York,7/23/2003,34.291667,0.017792,3.333333,0.9125
Bronx,New York,7/23/2003,34.291667,0.017792,3.333333,0.929167
Bronx,New York,7/23/2003,34.291667,0.017792,3.275,0.9125
Bronx,New York,7/23/2003,34.291667,0.017792,3.275,0.929167
Bronx,New York,7/24/2003,26.708333,0.028833,4.041667,0.7875
Bronx,New York,7/24/2003,26.708333,0.028833,4.041667,0.820833
Bronx,New York,7/24/2003,26.708333,0.028833,4,0.7875
Bronx,New York,7/24/2003,26.708333,0.028833,4,0.820833
Bronx,New York,7/25/2003,28.73913,0.028333,7.541667,0.695652
Bronx,New York,7/25/2003,28.73913,0.028333,7.541667,0.679167
Bronx,New York,7/25/2003,28.73913,0.028333,7.5125,0.695652
Bronx,New York,7/25/2003,28.73913,0.028333,7.5125,0.679167
Bronx,New York,7/26/2003,33.666667,0.041542,8.291667,0.775
Bronx,New York,7/26/2003,33.666667,0.041542,8.291667,0.783333
Bronx,New York,7/26/2003,33.666667,0.041542,8.2625,0.775
Bronx,New York,7/26/2003,33.666667,0.041542,8.2625,0.783333
Bronx,New York,7/27/2003,20.791667,0.046792,7.791667,0.7375
Bronx,New York,7/27/2003,20.791667,0.046792,7.791667,0.75
Bronx,New York,7/27/2003,20.791667,0.046792,7.7625,0.7375
Bronx,New York,7/27/2003,20.791667,0.046792,7.7625,0.75
Bronx,New York,7/28/2003,15.791667,0.029708,1.916667,0.683333
Bronx,New York,7/28/2003,15.791667,0.029708,1.916667,0.708333
Bronx,New York,7/28/2003,15.791667,0.029708,1.8875,0.683333
Bronx,New York,7/28/2003,15.791667,0.029708,1.8875,0.708333
Bronx,New York,7/29/2003,20.333333,0.027083,1.625,0.691667
Bronx,New York,7/29/2003,20.333333,0.027083,1.625,0.666667
Bronx,New York,7/29/2003,20.333333,0.027083,1.6,0.691667
Bronx,New York,7/29/2003,20.333333,0.027083,1.6,0.666667
Bronx,New York,7/30/2003,33.041667,0.022208,4.875,0.804167
Bronx,New York,7/30/2003,33.041667,0.022208,4.85,0.804167
Bronx,New York,7/31/2003,20.045455,0.02525,2.217391,0.634783
Bronx,New York,7/31/2003,20.045455,0.02525,2.217391,0.6875
Bronx,New York,7/31/2003,20.045455,0.02525,1.785714,0.634783
Bronx,New York,7/31/2003,20.045455,0.02525,1.785714,0.6875
Bronx,New York,8/1/2003,29.125,0.007792,0.791667,0.770833
Bronx,New York,8/1/2003,29.125,0.007792,0.791667,0.691667
Bronx,New York,8/1/2003,29.125,0.007792,0.7875,0.770833
Bronx,New York,8/1/2003,29.125,0.007792,0.7875,0.691667
Bronx,New York,8/2/2003,30.291667,0.014542,4.583333,0.766667
Bronx,New York,8/2/2003,30.291667,0.014542,4.583333,0.804167
Bronx,New York,8/2/2003,30.291667,0.014542,4.55,0.766667
Bronx,New York,8/2/2003,30.291667,0.014542,4.55,0.804167
Bronx,New York,8/3/2003,19.875,0.011042,3.125,0.6125
Bronx,New York,8/3/2003,19.875,0.011042,3.125,0.6625
Bronx,New York,8/3/2003,19.875,0.011042,3.0875,0.6125
Bronx,New York,8/3/2003,19.875,0.011042,3.0875,0.6625
Bronx,New York,8/4/2003,22.541667,0.008875,1.458333,0.65
Bronx,New York,8/4/2003,22.541667,0.008875,1.458333,0.633333
Bronx,New York,8/4/2003,22.541667,0.008875,1.4375,0.65
Bronx,New York,8/4/2003,22.541667,0.008875,1.4375,0.633333
Bronx,New York,8/5/2003,22.583333,0.007375,1.478261,0.675
Bronx,New York,8/5/2003,22.583333,0.007375,1.342857,0.675
Bronx,New York,8/6/2003,29.166667,0.024083,4.375,0.7875
Bronx,New York,8/6/2003,29.166667,0.024083,4.375,0.779167
Bronx,New York,8/6/2003,29.166667,0.024083,4.35,0.7875
Bronx,New York,8/6/2003,29.166667,0.024083,4.35,0.779167
Bronx,New York,8/7/2003,24.434783,0.021042,2,0.786957
Bronx,New York,8/7/2003,24.434783,0.021042,2,0.816667
Bronx,New York,8/7/2003,24.434783,0.021042,1.9625,0.786957
Bronx,New York,8/7/2003,24.434783,0.021042,1.9625,0.816667
Bronx,New York,8/8/2003,22.958333,0.014833,1.416667,0.775
Bronx,New York,8/8/2003,22.958333,0.014833,1.416667,0.733333
Bronx,New York,8/8/2003,22.958333,0.014833,1.3875,0.775
Bronx,New York,8/8/2003,22.958333,0.014833,1.3875,0.733333
Bronx,New York,8/9/2003,21.791667,0.016375,1.875,0.708333
Bronx,New York,8/9/2003,21.791667,0.016375,1.875,0.779167
Bronx,New York,8/9/2003,21.791667,0.016375,1.85,0.708333
Bronx,New York,8/9/2003,21.791667,0.016375,1.85,0.779167
Bronx,New York,8/10/2003,21.375,0.016208,2.708333,0.675
Bronx,New York,8/10/2003,21.375,0.016208,2.708333,0.641667
Bronx,New York,8/10/2003,21.375,0.016208,2.6875,0.675
